SO2,CO,O3,NO2,PM10,PM25,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C),Year,Month,Day,Hour,풍향(16방위)_20.0,풍향(16방위)_50.0,풍향(16방위)_70.0,풍향(16방위)_90.0,풍향(16방위)_110.0,풍향(16방위)_140.0,풍향(16방위)_160.0,풍향(16방위)_180.0,풍향(16방위)_200.0,풍향(16방위)_230.0,풍향(16방위)_250.0,풍향(16방위)_270.0,풍향(16방위)_280.86302185283785,풍향(16방위)_280.9498875129443,풍향(16방위)_290.0,풍향(16방위)_320.0,풍향(16방위)_340.0,풍향(16방위)_360.0,중하층운량(10분위)_1.0,중하층운량(10분위)_2.0,중하층운량(10분위)_3.0,중하층운량(10분위)_4.0,중하층운량(10분위)_5.0,중하층운량(10분위)_6.0,중하층운량(10분위)_7.0,중하층운량(10분위)_8.0,중하층운량(10분위)_9.0,중하층운량(10분위)_10.0,전운량(10분위)_1.0,전운량(10분위)_2.0,전운량(10분위)_2.753080801596446,전운량(10분위)_3.0,전운량(10분위)_4.0,전운량(10분위)_5.0,전운량(10분위)_6.0,전운량(10분위)_6.024005423589677,전운량(10분위)_7.0,전운량(10분위)_8.0,전운량(10분위)_9.0,전운량(10분위)_10.0
0.002,0.3,0.036,0.006,13.0,6.0,22.6,0.0,2.6,66.0,18.1,15.9,1001.2,1011.0,0.6345115092425653,0.4848563549342444,0.0,0.0,27.324714264960548,2000.0,20.1,26.0,26.0,26.7,27.1,2021.0,8.0,19.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002,0.3,0.035,0.005,11.0,7.0,21.8,0.0,2.8,69.0,17.9,15.8,1001.3,1011.2,0.6214831893438673,0.4371252137928039,0.0,0.0,26.16508245200417,2000.0,19.7,25.6,25.7,26.5,27.0,2021.0,8.0,19.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.002,0.3,0.032,0.006,10.0,5.0,21.6,0.0,3.5,69.0,17.7,15.6,1001.2,1011.1,0.6372713171002795,0.4426744861366174,0.0,0.0,45.0,2000.0,19.5,25.3,25.4,26.2,26.9,2021.0,8.0,19.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003,0.3,0.031,0.007,11.0,7.0,21.1,0.0,2.6,70.0,17.5,15.4,1001.2,1011.1,0.6511516833650939,0.4578404619013625,0.0,0.0,25.043491255600983,2000.0,19.1,25.0,25.1,26.0,26.8,2021.0,8.0,19.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.003,0.3,0.033,0.006,12.0,8.0,21.0,0.0,3.5,70.0,17.4,15.3,1001.2,1011.1,0.5605128388982523,0.33570606383714363,0.0,0.0,45.0,2000.0,18.7,24.7,24.8,25.8,26.7,2021.0,8.0,19.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002,0.3,0.033,0.008,13.0,8.0,21.0,0.0,3.3,69.0,17.0,15.0,1001.6,1011.5,0.0,0.0,0.0,0.0,44.0,2000.0,18.8,24.4,24.6,25.6,26.5,2021.0,8.0,19.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.002,0.3,0.03,0.011,16.0,8.0,21.2,0.0,2.4,69.0,17.3,15.2,1001.9,1011.8,0.6,0.23,0.0,0.0,45.0,2000.0,19.4,24.2,24.3,25.4,26.4,2021.0,8.0,19.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.002,0.3,0.03,0.013,15.0,8.0,22.9,0.0,3.3,65.0,18.1,15.9,1002.1,1011.9,1.0,0.81,0.0,0.0,45.0,2000.0,23.0,24.2,24.2,25.2,26.2,2021.0,8.0,19.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.003,0.3,0.031,0.014,17.0,10.0,24.5,0.0,3.2,60.0,18.4,16.2,1002.4,1012.1,0.9,1.39,0.0,0.0,45.0,2000.0,28.2,24.5,24.3,25.0,26.1,2021.0,8.0,19.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.002,0.3,0.036,0.012,14.0,7.0,26.6,0.0,3.4,57.0,19.7,17.3,1002.5,1012.2,1.0,2.15,0.0,0.0,46.0,2000.0,33.1,25.2,24.5,24.9,26.0,2021.0,8.0,19.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003,0.3,0.036,0.013,16.0,10.0,26.7,0.0,2.6,55.0,19.2,16.9,1002.4,1012.1,0.3,1.76,0.0,0.0,40.0,2000.0,30.3,26.0,25.0,25.0,25.9,2021.0,8.0,19.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.003,0.3,0.042,0.011,16.0,8.0,28.7,0.0,2.4,52.0,20.4,17.8,1002.1,1011.7,1.0,3.1,0.0,0.0,32.0,2000.0,39.5,26.9,25.6,25.2,25.8,2021.0,8.0,19.0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.002,0.3,0.048,0.009,14.0,11.0,29.7,0.0,1.9,49.0,20.4,17.8,1001.7,1011.3,0.9,3.03,0.0,0.0,10.0,2000.0,44.0,28.0,26.4,25.4,25.8,2021.0,8.0,19.0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.003,0.3,0.05,0.008,12.0,7.0,29.6,0.0,1.6,49.0,20.2,17.7,1001.1,1010.7,0.5,2.02,0.0,0.0,15.0,2000.0,37.1,28.9,27.2,25.8,25.9,2021.0,8.0,19.0,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.3,0.047,0.009,11.0,10.0,31.0,0.0,2.8,44.0,19.7,17.3,1000.5,1010.1,0.8,2.35,0.0,0.0,17.0,2000.0,44.1,29.2,27.7,26.3,26.0,2021.0,8.0,19.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.3,0.052,0.012,12.0,7.0,30.8,0.0,2.4,44.0,19.5,17.1,1000.4,1010.0,0.9,2.26,0.0,0.0,18.0,2000.0,37.5,29.8,28.2,26.7,26.2,2021.0,8.0,19.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.003,0.3,0.05,0.012,13.0,9.0,30.7,0.0,1.6,47.0,20.6,18.0,1000.4,1010.0,0.7,1.24,0.0,0.0,18.0,2000.0,33.5,29.8,28.6,27.1,26.4,2021.0,8.0,19.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.3,0.043,0.011,14.0,10.0,29.6,0.0,2.2,45.0,18.6,16.4,1000.3,1009.9,0.0,0.38,0.0,0.0,18.0,2000.0,30.1,29.5,28.7,27.5,26.7,2021.0,8.0,19.0,18.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.003,0.3,0.039,0.014,13.0,10.0,28.7,0.0,1.4,51.0,20.0,17.5,1000.6,1010.2,0.0,0.22,0.0,0.0,20.0,2000.0,27.4,29.1,28.5,27.7,26.9,2021.0,8.0,19.0,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.4,0.031,0.016,16.0,9.0,27.4,0.0,3.2,55.0,20.0,17.5,1001.5,1011.2,0.0,0.01,0.0,0.0,42.0,2000.0,25.5,28.6,28.2,27.7,27.0,2021.0,8.0,19.0,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.031,0.014,16.0,13.0,26.6,0.0,2.0,57.0,19.7,17.3,1002.2,1011.9,0.38484269394907233,0.06462108763003727,0.0,0.0,19.0,2000.0,24.4,28.1,27.8,27.6,27.1,2021.0,8.0,19.0,21.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.002,0.3,0.031,0.014,15.0,11.0,25.9,0.0,2.0,59.0,19.6,17.2,1002.5,1012.2,0.3165076652927086,-0.13388887843705533,0.0,0.0,31.406017325514867,2000.0,23.6,27.7,27.5,27.5,27.2,2021.0,8.0,19.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002,0.3,0.033,0.01,12.0,9.0,25.4,0.0,2.2,60.0,19.4,17.0,1002.4,1012.2,0.22388798144782118,-0.15288642341771919,0.0,0.0,19.0,2000.0,23.0,27.3,27.1,27.3,27.2,2021.0,8.0,19.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.3,0.033,0.009,15.0,10.0,25.0,0.0,1.9,61.0,19.2,16.9,1002.6,1012.4,0.2146852128310437,0.4703970508806279,0.0,0.0,29.577905540610672,2000.0,23.5,26.9,26.8,27.1,27.2,2021.0,8.0,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.3,0.033,0.008,15.0,9.0,24.5,0.0,2.2,63.0,19.2,16.9,1002.3,1012.0,0.3118222415469889,0.46599798778036217,0.0,0.0,27.0,2000.0,22.6,26.7,26.6,26.9,27.1,2021.0,8.0,20.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002,0.3,0.033,0.006,14.0,10.0,24.2,0.0,2.2,65.0,19.5,17.1,1002.5,1012.2,0.2919315539186096,0.5358592517425009,0.0,0.0,10.0,2000.0,23.0,26.4,26.3,26.8,27.1,2021.0,8.0,20.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002,0.3,0.033,0.005,13.0,9.0,24.0,0.0,2.0,66.0,19.6,17.2,1002.4,1012.1,0.09007876194134656,0.42015602686809217,0.0,0.0,10.0,2000.0,23.0,26.2,26.1,26.6,27.0,2021.0,8.0,20.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.3,0.031,0.006,13.0,9.0,23.6,0.0,2.4,68.0,19.7,17.3,1002.4,1012.2,0.2297113040272345,0.5225096831577289,0.0,0.0,9.0,2000.0,22.6,26.1,25.9,26.4,26.9,2021.0,8.0,20.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.3,0.032,0.005,15.0,9.0,23.0,0.09714251488685477,2.5,70.0,19.6,17.2,1002.2,1012.0,0.48829138725377863,0.46621710461327126,0.0,0.0,35.0,2000.0,21.6,25.9,25.8,26.3,26.8,2021.0,8.0,20.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.002,0.3,0.029,0.008,13.0,9.0,22.7,0.23814249848237523,2.5,72.0,19.7,17.3,1002.5,1012.3,0.0,0.0,0.0,0.0,36.0,2000.0,21.2,25.6,25.6,26.1,26.7,2021.0,8.0,20.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.003,0.3,0.024,0.012,13.0,11.0,22.7,-0.17680181889954838,2.9,73.0,20.1,17.6,1002.8,1012.6,0.0,0.15,0.0,0.0,11.0,2000.0,22.1,25.4,25.3,26.0,26.6,2021.0,8.0,20.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.002,0.3,0.025,0.013,13.0,8.0,24.3,0.028104731352414092,2.4,69.0,20.9,18.2,1002.6,1012.3,0.9,0.75,0.0,0.0,10.0,2000.0,26.0,25.4,25.2,25.8,26.5,2021.0,8.0,20.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.003,0.4,0.022,0.017,12.0,4.0,25.8,-0.04293562425937125,2.2,68.0,22.5,19.4,1002.7,1012.4,0.8,1.46,0.0,0.0,7.0,2000.0,32.6,25.8,25.3,25.7,26.4,2021.0,8.0,20.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003,0.4,0.032,0.015,12.0,5.0,27.8,0.16265920625346553,2.4,63.0,23.5,20.1,1002.8,1012.5,0.9,2.15,0.0,0.0,9.0,2000.0,40.2,26.5,25.7,25.7,26.3,2021.0,8.0,20.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.003,0.4,0.04,0.016,14.0,10.0,28.9,-0.1687160362494069,2.4,60.0,23.8,20.3,1002.7,1012.3,0.8,2.64,0.0,0.0,10.0,2000.0,39.1,27.6,26.3,25.8,26.2,2021.0,8.0,20.0,11.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.002,0.4,0.048,0.017,15.0,11.0,29.5,0.3926895696167776,2.2,56.0,22.9,19.7,1001.9,1011.5,0.6,2.38,0.0,0.0,11.0,2000.0,45.1,28.4,27.0,26.0,26.2,2021.0,8.0,20.0,12.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.4,0.063,0.012,18.0,13.0,29.6,0.3627847930952157,3.1,54.0,22.4,19.3,1001.5,1011.1,0.3,1.91,0.0,0.0,13.0,2000.0,40.1,29.2,27.7,26.4,26.3,2021.0,8.0,20.0,13.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.071,0.013,18.0,13.0,29.5,0.0909683536178818,2.9,54.0,22.2,19.2,1001.2,1010.8,0.1,1.47,0.0,0.0,13.0,2000.0,36.9,29.5,28.1,26.8,26.4,2021.0,8.0,20.0,14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.4,0.075,0.012,21.0,13.0,29.0,0.39042374003474833,3.6,55.0,22.0,19.0,1001.0,1010.6,0.1,0.92,0.0,0.0,10.0,2000.0,34.1,29.6,28.4,27.1,26.6,2021.0,8.0,20.0,15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.4,0.069,0.012,18.0,14.0,30.3,0.42721183246567307,2.2,55.0,23.7,20.2,1000.3,1009.9,0.4,1.63,0.0,0.0,10.0,2000.0,39.2,29.6,28.5,27.4,26.7,2021.0,8.0,20.0,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.4,0.069,0.014,18.0,11.0,30.2,0.08662328198943214,1.7,52.0,22.2,19.2,999.9,1009.5,0.6,1.43,0.0,0.0,14.0,2000.0,34.2,30.0,28.8,27.6,26.9,2021.0,8.0,20.0,17.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.4,0.067,0.015,22.0,16.0,29.1,0.6388321446852387,2.4,54.0,21.7,18.8,999.8,1009.4,0.0,0.2,0.0,0.0,10.0,2000.0,29.7,29.7,28.9,27.8,27.0,2021.0,8.0,20.0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.057,0.021,20.0,14.0,28.5,0.6358052707923889,2.6,56.0,21.7,18.8,999.9,1009.5,0.0,0.12,0.0,0.0,33.0,2000.0,27.5,29.3,28.7,27.9,27.2,2021.0,8.0,20.0,19.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.052,0.025,19.0,13.0,28.0,0.5537761887430861,1.9,59.0,22.2,19.2,1000.2,1009.8,0.0,0.0,0.0,0.0,16.0,2000.0,26.5,28.8,28.4,27.9,27.3,2021.0,8.0,20.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.4,0.051,0.025,21.0,15.0,27.7,0.7138670251033545,1.8,60.0,22.2,19.2,1000.4,1010.0,0.1506572985167347,0.023244845598107133,0.0,0.0,15.0,2000.0,26.0,28.4,28.1,27.8,27.4,2021.0,8.0,20.0,21.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.5,0.031,0.034,22.0,17.0,27.1,0.4161534823524562,2.2,66.0,23.5,20.1,1000.2,1009.9,0.23579168919558757,0.03511417066784617,0.0,0.0,15.0,2000.0,25.6,28.1,27.8,27.7,27.4,2021.0,8.0,20.0,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.4,0.035,0.023,21.0,17.0,26.7,0.0,4.1,67.0,23.4,20.0,1000.5,1010.2,-0.0007874625895629705,-0.05714847628319575,0.0,0.0,10.0,1988.0,24.9,27.9,27.6,27.6,27.4,2021.0,8.0,20.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.4,0.051,0.01,26.0,15.0,24.8,0.0,1.3,78.0,24.3,20.6,1000.1,1009.9,0.1697597972725129,0.39796984705976257,0.0,0.0,21.10965205168951,2000.0,24.5,27.6,27.4,27.5,27.4,2021.0,8.0,21.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.002,0.4,0.042,0.014,17.0,12.0,24.5,0.0,2.0,80.0,24.6,20.8,999.2,1008.9,0.18882441790031823,0.3716244855549533,0.0,0.0,15.0,2000.0,24.0,27.3,27.1,27.3,27.3,2021.0,8.0,21.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.4,0.038,0.012,17.0,12.0,24.0,0.0,2.1,82.0,24.4,20.7,998.9,1008.6,0.3404033264101338,0.25159524596612215,0.0,0.0,68.0,2000.0,23.3,27.1,26.9,27.2,27.3,2021.0,8.0,21.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.003,0.4,0.033,0.012,18.0,13.0,24.1,0.0,2.5,82.0,24.6,20.8,998.4,1008.1,0.21960236885799223,0.36947882217888406,0.0,0.0,15.0,2000.0,23.6,26.8,26.7,27.0,27.2,2021.0,8.0,21.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.028,0.014,18.0,13.0,24.1,0.0,2.3,82.0,24.6,20.8,997.5,1007.2,0.19037186884666912,0.35351506292696655,0.0,0.0,15.0,2000.0,23.7,26.6,26.5,26.8,27.1,2021.0,8.0,21.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.4,0.028,0.016,20.0,15.0,24.1,0.0,2.0,82.0,24.6,20.8,996.8,1006.5,0.135617622449268,0.3435170981346758,0.0,0.0,18.0,2000.0,23.7,26.5,26.3,26.7,27.1,2021.0,8.0,21.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.3,0.034,0.013,17.0,12.0,24.4,0.0,2.1,76.0,23.1,19.8,996.2,1005.9,0.0,0.0,0.0,0.0,43.0,2000.0,23.6,26.4,26.2,26.6,27.0,2021.0,8.0,21.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003,0.3,0.031,0.014,17.0,12.0,24.3,0.0,1.9,77.0,23.4,20.0,995.6,1005.3,0.0,0.07,0.0,0.0,10.0,2000.0,23.7,26.3,26.1,26.5,26.9,2021.0,8.0,21.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.027,0.018,16.0,11.0,24.2,0.3,2.2,81.0,24.4,20.7,994.8,1004.5,0.0,0.14,0.0,0.0,10.0,2000.0,24.2,26.2,26.0,26.3,26.8,2021.0,8.0,21.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.028,0.015,17.0,11.0,23.9,0.5,2.3,87.0,25.6,21.5,994.1,1003.8,0.0,0.18,0.0,0.0,7.0,1442.0,24.0,26.2,25.9,26.3,26.7,2021.0,8.0,21.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.026,0.016,18.0,13.0,23.0,5.1,3.6,94.0,26.3,21.9,993.1,1002.8,0.0,0.08,0.0,0.0,4.0,425.0,23.0,26.0,25.9,26.2,26.7,2021.0,8.0,21.0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.03,0.015,16.0,10.0,22.7,7.0,3.1,96.0,26.4,22.0,992.0,1001.7,0.0,0.1,0.0,0.0,4.0,335.0,23.1,25.5,25.6,26.1,26.6,2021.0,8.0,21.0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.3,0.035,0.012,11.0,7.0,22.0,12.5,4.5,98.0,25.8,21.6,989.0,998.7,0.0,0.11,0.0,0.0,2.0,120.0,22.1,24.4,25.2,25.2,26.5,2021.0,8.0,21.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.003,0.3,0.04,0.009,9.0,7.0,21.4,22.4,6.3,99.0,25.2,21.2,989.1,998.9,0.0,0.16,0.0,0.0,7.0,68.0,21.3,22.8,24.4,23.4,23.6,2021.0,8.0,21.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.002,0.4,0.04,0.011,7.0,4.0,23.4,12.8,2.4,97.0,27.7,22.8,988.3,997.9,0.3,1.5,0.0,0.0,9.0,2000.0,33.5,23.6,24.0,24.9,25.8,2021.0,8.0,21.0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.003,0.4,0.044,0.01,3.0,1.0,25.0,0.6516908963385504,0.8,85.0,26.8,22.2,989.3,999.0,0.7,2.45,0.0,0.0,9.0,2000.0,31.6,25.0,24.4,24.8,25.8,2021.0,8.0,21.0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.003,0.4,0.045,0.016,6.0,4.0,25.5,0.08559138172176972,2.2,78.0,25.3,21.3,989.2,998.8,0.0,1.09,0.0,0.0,10.0,2000.0,28.7,25.9,25.0,24.9,25.7,2021.0,8.0,21.0,16.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
